index,xmonth,xtime,yEAC,yEACr,yTSW,yTSWr
46,8,1997-08-27 12:00:00,3616,0.2983252206913621,8505,0.7016747793086379
47,8,1997-08-28 12:00:00,3754,0.3097104199323488,8367,0.6902895800676512
48,8,1997-08-29 12:00:00,3892,0.3210956191733355,8229,0.6789043808266645
49,8,1997-08-30 12:00:00,3982,0.32852074911310947,8139,0.6714792508868905
50,8,1997-08-31 12:00:00,4055,0.3345433545087039,8066,0.6654566454912961
51,9,1997-09-01 12:00:00,4207,0.34708357396254436,7914,0.6529164260374557
52,9,1997-09-02 12:00:00,4191,0.3457635508621401,7930,0.6542364491378599
53,9,1997-09-03 12:00:00,4122,0.3400709512416467,7999,0.6599290487583532
54,9,1997-09-04 12:00:00,4297,0.3545087039023183,7824,0.6454912960976817
55,9,1997-09-05 12:00:00,4297,0.3545087039023183,7824,0.6454912960976817
56,9,1997-09-06 12:00:00,4286,0.3536011880207904,7835,0.6463988119792097
57,9,1997-09-07 12:00:00,4033,0.33272832274564806,8088,0.667271677254352
58,9,1997-09-08 12:00:00,3634,0.2998102466793169,8487,0.7001897533206831
59,9,1997-09-09 12:00:00,3624,0.2989852322415642,8497,0.7010147677584357
60,9,1997-09-10 12:00:00,3657,0.301707779886148,8464,0.698292220113852
61,9,1997-09-11 12:00:00,3688,0.30426532464318123,8433,0.6957346753568188
62,9,1997-09-12 12:00:00,3763,0.3104529329263262,8358,0.6895470670736737
64,9,1997-09-13 12:00:00,3865,0.31886808019140334,8256,0.6811319198085967
65,9,1997-09-14 12:00:00,3917,0.3231581552677172,8204,0.6768418447322828
66,9,1997-09-15 12:00:00,3887,0.3206831119544592,8234,0.6793168880455408
67,9,1997-09-16 12:00:00,3866,0.31895058163517864,8255,0.6810494183648214
68,9,1997-09-17 12:00:00,3933,0.32447817836812143,8188,0.6755218216318786
69,9,1997-09-18 12:00:00,3955,0.3262932101311773,8166,0.6737067898688227
70,9,1997-09-19 12:00:00,3931,0.3243131754805709,8190,0.6756868245194291
71,9,1997-09-20 12:00:00,4019,0.3315733025327943,8102,0.6684266974672056
72,9,1997-09-21 12:00:00,4119,0.3398234469103209,8002,0.660176553089679
73,9,1997-09-22 12:00:00,4172,0.34419602343041006,7949,0.65580397656959
74,9,1997-09-23 12:00:00,4259,0.3513736490388582,7862,0.6486263509611419
75,9,1997-09-24 12:00:00,4328,0.35706624865935155,7793,0.6429337513406485
76,9,1997-09-25 12:00:00,4423,0.3649038858180018,7698,0.6350961141819982
77,9,1997-09-26 12:00:00,4584,0.3781866182658197,7537,0.6218133817341803
78,9,1997-09-27 12:00:00,4697,0.38750928141242474,7424,0.6124907185875753
79,9,1997-09-28 12:00:00,4602,0.3796716442537744,7519,0.6203283557462256
80,9,1997-09-29 12:00:00,4598,0.37934163847867336,7523,0.6206583615213266
81,9,1997-09-30 12:00:00,4622,0.3813216731292798,7499,0.6186783268707202
82,10,1997-10-01 12:00:00,4668,0.385116739542942,7453,0.614883260457058
83,10,1997-10-02 12:00:00,4674,0.3856117482055936,7447,0.6143882517944064
84,10,1997-10-03 12:00:00,4537,0.37430905040838214,7584,0.6256909495916179
85,10,1997-10-04 12:00:00,4567,0.3767840937216401,7554,0.6232159062783599
86,10,1997-10-05 12:00:00,4580,0.3778566124907186,7541,0.6221433875092814
87,10,1997-10-06 12:00:00,4396,0.36267634683606964,7725,0.6373236531639304
88,10,1997-10-07 12:00:00,4286,0.3536011880207904,7835,0.6463988119792097
89,10,1997-10-08 12:00:00,4292,0.35409619668344194,7829,0.6459038033165581
90,10,1997-10-09 12:00:00,4380,0.3613563237356654,7741,0.6386436762643346
91,10,1997-10-10 12:00:00,4414,0.36416137282402444,7707,0.6358386271759756
92,10,1997-10-11 12:00:00,4456,0.3676264334625856,7665,0.6323735665374144
93,10,1997-10-12 12:00:00,4406,0.36350136127382227,7715,0.6364986387261777
95,10,1997-10-13 12:00:00,4284,0.3534361851332398,7837,0.6465638148667602
96,10,1997-10-14 12:00:00,4337,0.3578087616533289,7784,0.642191238346671
97,10,1997-10-15 12:00:00,4577,0.3776091081593928,7544,0.6223908918406073
98,10,1997-10-16 12:00:00,4624,0.3814866760168303,7497,0.6185133239831697
99,10,1997-10-17 12:00:00,4496,0.3709264912135962,7625,0.6290735087864038
100,10,1997-10-18 12:00:00,4171,0.34411352198663475,7950,0.6558864780133652
101,10,1997-10-19 12:00:00,4236,0.34947611583202703,7885,0.6505238841679729
102,10,1997-10-20 12:00:00,3871,0.31936308885405496,8250,0.680636911145945
103,10,1997-10-21 12:00:00,3769,0.3109479415889778,8352,0.6890520584110222
104,10,1997-10-22 12:00:00,3841,0.31688804554079697,8280,0.683111954459203
105,10,1997-10-23 12:00:00,4001,0.3300882765448395,8120,0.6699117234551605
106,10,1997-10-24 12:00:00,4349,0.3587987789786321,7772,0.6412012210213679
107,10,1997-10-25 12:00:00,4742,0.39122184638231167,7379,0.6087781536176883
108,10,1997-10-26 12:00:00,4716,0.3890768088441548,7405,0.6109231911558453
109,10,1997-10-27 12:00:00,5125,0.4228198993482386,6996,0.5771801006517614
110,10,1997-10-28 12:00:00,5240,0.4323075653823942,6881,0.5676924346176058
111,10,1997-10-29 12:00:00,5260,0.43395759425789954,6861,0.5660424057421005
112,10,1997-10-30 12:00:00,5191,0.42826499463740614,6930,0.5717350053625938
113,10,1997-10-31 12:00:00,4747,0.39163435360118803,7374,0.608365646398812
114,11,1997-11-01 12:00:00,4659,0.3843742265489646,7462,0.6156257734510354
115,11,1997-11-02 12:00:00,4786,0.3948519099084234,7335,0.6051480900915766
116,11,1997-11-03 12:00:00,4764,0.39303687814536753,7357,0.6069631218546324
117,11,1997-11-04 12:00:00,4812,0.3969969474465803,7309,0.6030030525534197
118,11,1997-11-05 12:00:00,5098,0.42059236036630643,7023,0.5794076396336936
119,11,1997-11-06 12:00:00,5349,0.4413002227538982,6772,0.5586997772461018
120,11,1997-11-07 12:00:00,5633,0.46473063278607374,6488,0.5352693672139263
121,11,1997-11-08 12:00:00,5670,0.4677831862057586,6451,0.5322168137942414
122,11,1997-11-09 12:00:00,5893,0.4861810081676429,6228,0.513818991832357
123,11,1997-11-10 12:00:00,5980,0.49335863377609107,6141,0.5066413662239089
124,11,1997-11-11 12:00:00,6172,0.5091989109809422,5949,0.49080108901905783
126,11,1997-11-12 12:00:00,6262,0.5166240409207161,5859,0.4833759590792839
127,11,1997-11-13 12:00:00,7085,0.58452272914776,5036,0.4154772708522399
128,11,1997-11-14 12:00:00,6941,0.5726425212441217,5180,0.4273574787558782
129,11,1997-11-15 12:00:00,7108,0.5864202623545912,5013,0.4135797376454088
130,11,1997-11-16 12:00:00,6878,0.56744493028628,5243,0.43255506971372
131,11,1997-11-17 12:00:00,6575,0.5424469928223744,5546,0.4575530071776256
132,11,1997-11-18 12:00:00,6488,0.5352693672139263,5633,0.46473063278607374
133,11,1997-11-19 12:00:00,6583,0.5431070043725765,5538,0.45689299562742347
134,11,1997-11-20 12:00:00,6718,0.5542446992822374,5403,0.44575530071776254
135,11,1997-11-21 12:00:00,6972,0.575200066001155,5149,0.42479993399884497
136,11,1997-11-22 12:00:00,7006,0.578005115089514,5115,0.4219948849104859
137,11,1997-11-23 12:00:00,7780,0.64186123257157,4341,0.35813876742843
138,11,1997-11-24 12:00:00,8798,0.7258477023347909,3323,0.27415229766520915
139,11,1997-11-25 12:00:00,9420,0.7771636003630064,2701,0.22283639963699364
140,11,1997-11-26 12:00:00,9626,0.7941588977807111,2495,0.20584110221928884
141,11,1997-11-27 12:00:00,10079,0.8315320518109067,2042,0.1684679481890933
142,11,1997-11-28 12:00:00,9293,0.7666859170035476,2828,0.23331408299645243
143,11,1997-11-29 12:00:00,9216,0.7603333058328521,2905,0.23966669416714792
144,11,1997-11-30 12:00:00,9079,0.7490306080356406,3042,0.25096939196435936
145,12,1997-12-01 12:00:00,9165,0.7561257322003135,2956,0.2438742677996865
146,12,1997-12-02 12:00:00,8544,0.7048923356158733,3577,0.2951076643841267
147,12,1997-12-03 12:00:00,8580,0.7078623875917829,3541,0.2921376124082171
148,12,1997-12-04 12:00:00,9245,0.7627258477023348,2876,0.23727415229766521
149,12,1997-12-05 12:00:00,8974,0.7403679564392377,3147,0.2596320435607623
150,12,1997-12-06 12:00:00,9100,0.7507631383549213,3021,0.2492368616450788
151,12,1997-12-07 12:00:00,9722,0.8020790363831367,2399,0.1979209636168633
152,12,1997-12-08 12:00:00,9948,0.8207243626763469,2173,0.17927563732365318
153,12,1997-12-09 12:00:00,9861,0.8135467370678987,2260,0.18645326293210132
154,12,1997-12-10 12:00:00,9671,0.7978714627505982,2450,0.20212853724940186
155,12,1997-12-11 12:00:00,10065,0.830377031598053,2056,0.16962296840194704
157,12,1997-12-12 12:00:00,10884,0.8979457140499959,1237,0.10205428595000413
158,12,1997-12-13 12:00:00,11216,0.9253361933833842,905,0.07466380661661579
159,12,1997-12-14 12:00:00,11450,0.9446415312267965,671,0.05535846877320353
160,12,1997-12-15 12:00:00,10622,0.8763303357808762,1499,0.12366966421912383
161,12,1997-12-16 12:00:00,10704,0.883095454170448,1417,0.11690454582955202
162,12,1997-12-17 12:00:00,10735,0.8856529989274813,1386,0.11434700107251877
163,12,1997-12-18 12:00:00,10866,0.896460688062041,1255,0.10353931193795891
164,12,1997-12-19 12:00:00,11028,0.9098259219536342,1093,0.0901740780463658
165,12,1997-12-20 12:00:00,11178,0.9222011385199241,943,0.0777988614800759
166,12,1997-12-21 12:00:00,11216,0.9253361933833842,905,0.07466380661661579
167,12,1997-12-22 12:00:00,10765,0.8881280422407393,1356,0.11187195775926079
168,12,1997-12-23 12:00:00,10643,0.8780628661001567,1478,0.12193713389984324
169,12,1997-12-24 12:00:00,10671,0.8803729065258642,1450,0.1196270934741358
170,12,1997-12-25 12:00:00,11175,0.9219536341885983,946,0.0780463658114017
171,12,1997-12-26 12:00:00,10819,0.8925831202046036,1302,0.10741687979539642
172,12,1997-12-27 12:00:00,10546,0.8700602260539559,1575,0.12993977394604406
173,12,1997-12-28 12:00:00,10783,0.889613068228694,1338,0.110386931771306
174,12,1997-12-29 12:00:00,11517,0.9501691279597393,604,0.0498308720402607
175,12,1997-12-30 12:00:00,11386,0.9393614388251794,735,0.06063856117482056
176,12,1997-12-31 12:00:00,11703,0.9655143965019388,418,0.034485603498061214
177,1,1998-01-01 12:00:00,11789,0.9726095206666117,332,0.027390479333388333
178,1,1998-01-02 12:00:00,12099,0.9981849682369441,22,0.0018150317630558535
179,1,1998-01-03 12:00:00,11692,0.9646068806204109,429,0.035393119379589146
180,1,1998-01-04 12:00:00,11998,0.9898523224156422,123,0.010147677584357726
181,1,1998-01-05 12:00:00,11967,0.9872947776586091,154,0.012705222341390975
182,1,1998-01-06 12:00:00,12006,0.9905123339658444,115,0.009487666034155597
183,1,1998-01-07 12:00:00,12032,0.9926573715040014,89,0.00734262849599868
184,1,1998-01-08 12:00:00,11944,0.9853972444517779,177,0.014602755548222095
185,1,1998-01-09 12:00:00,11927,0.9839947199075983,194,0.016005280092401618
186,1,1998-01-10 12:00:00,12100,0.9982674696807194,21,0.0017325303192805873
188,1,1998-01-11 12:00:00,12107,0.9988449797871463,14,0.001155020212853725
189,1,1998-01-12 12:00:00,12112,0.9992574870060226,9,0.0007425129939773946
190,1,1998-01-13 12:00:00,12116,0.9995874927811237,5,0.00041250721887633036
191,1,1998-01-14 12:00:00,12114,0.9994224898935732,7,0.0005775101064268625
192,1,1998-01-15 12:00:00,12006,0.9905123339658444,115,0.009487666034155597
193,1,1998-01-16 12:00:00,12078,0.9964524379176636,43,0.003547562082336441
